generation,best_fitness,mean_fitness,best_agent,duration,total duration,all_fitness
11,-102,-139,0,63.983261585235596,707.4290421009064,"[-102.05600941991796, -122.8259655391675, -111.13629231481139, -121.42108464724029, -138.10405472838198, -133.86756069804412, -143.44796860944894, -130.30046538468062, -139.7056046177812, -123.64642030841884, -163.2503620528339, -193.78514711383417, -157.70112817822167, -119.90663493589716, -164.87926513226077, -186.2072166970881, -108.65485401031191, -126.66341472814241, -190.28846467582088, -107.24408351780218]"
12,-110,-227,14,64.29714465141296,771.7261867523193,"[-162.44016998809445, -118.99314386810468, -142.30883629141496, -112.02630009713582, -176.3696470711726, -127.1748170532747, -161.20685331639697, -162.31459999168803, -520.9269039153547, -153.06058075921658, -817.5865709145319, -139.45641613557808, -781.6614831649873, -158.44238192467003, -110.08576266883082, -126.388085227679, -155.66579743900678, -166.04779180945832, -119.89165015132232, -136.0063949706413]"
13,-34,-132,2,60.22106409072876,831.9472508430481,"[-117.01179220816147, -110.87009000542062, -34.23685354818127, -160.12097021220853, -170.1933166716169, -102.00825571933078, -157.8191486240264, -120.87474182197877, -118.068511996658, -176.58269720433367, -103.60476546023071, -180.25083915574794, -107.77469503024687, -153.80469928218207, -160.03267228287456, -152.67586551798405, -110.90816085019509, -123.11392905057866, -112.24168697066747, -187.52177098920444]"
14,-35,-166,0,65.94167470932007,897.8889255523682,"[-35.52534858657205, -132.6357557919171, -147.53236299391546, -173.14834031175155, -145.97394047555736, -87.39603234247795, -141.73110630379225, -108.91379817397052, -100.94486101768939, -821.2566464291676, -141.50410430806394, -154.08773741052624, -162.9408102090789, -132.28841388721654, -158.46516668913165, -129.16418827650878, -145.1868038435579, -153.21388017416538, -129.30366111613557, -131.6801731505814]"
15,-81,-133,19,63.35896396636963,961.2478895187378,"[-140.99106766463456, -166.77817927021462, -145.2119606122431, -126.14121713002234, -99.13696759421902, -155.0396877879134, -95.25698928457578, -117.40388917291997, -114.07385674289407, -159.43499220007544, -148.65979584256206, -136.69567325961222, -135.5134129702506, -166.90716267299405, -127.63942756201226, -155.0049648159733, -120.92069684129928, -136.70090926451115, -145.2995109940981, -81.63208363558726]"
16,-20,-176,16,65.21960949897766,1026.4674990177155,"[-171.13876200580398, -161.7464659522671, -136.6485661878937, -144.66936545842609, -130.68538431755914, -136.38593421726296, -596.6893690624153, -151.29407517471608, -92.57145752246839, -138.35566999880186, -116.99258460450707, -111.29639579157899, -321.6524546631905, -135.49075861709227, -478.5099639697338, -137.43700413656492, -20.834386352311526, -136.9670037302684, -122.75655697874268, -91.19985545816377]"
17,38,-139,6,66.60759949684143,1093.0750985145569,"[-98.87329924926803, -138.42106796699414, -125.78426586914694, -111.40550374584456, -142.6492489440121, -128.03246657330052, 38.12382629116712, -451.45223341026207, -144.70368848005222, -141.34148156596459, -125.176565274848, -164.3408014304069, -91.45750050675395, -124.24840324092287, -179.34639476713065, -146.62010289688908, -121.39907081523125, -118.55200652251568, -142.271851908339, -126.5572933139922]"
18,14,-169,17,68.28373575210571,1161.3588342666626,"[-119.22406061400463, -635.230800910368, -168.6206577393823, -102.38679883575617, -134.52655964936218, -116.79338745225638, -116.03797439638473, -508.63568083333905, -133.32448068858167, -85.97125905537945, -138.43331069461334, -127.44751705870786, -169.07179616343282, -1.6188050126932012, -142.90434731773303, -97.93024416357164, -260.03081558551156, 14.690147315306433, -142.84831794433418, -201.80850740598854]"
19,-97,-127,7,62.687233686447144,1224.0460679531097,"[-153.27993331244397, -105.53649544841991, -130.89884588345734, -132.02217063468666, -115.76575483694009, -111.44318881163247, -119.09788286967176, -97.63113301437198, -119.16305529204138, -98.33833564371369, -117.02278929967491, -168.3387657459675, -178.65418192792208, -113.12844842748592, -117.55045767177324, -151.49045719933662, -139.21731674395681, -120.63494528884291, -127.45857775168633, -133.58940218785108]"
20,19,-165,2,75.9205048084259,1299.9665727615356,"[-110.03283795308138, -145.11430807957709, 19.116468931661046, -148.20802808375032, 12.925865802070206, -113.2540435553376, -120.36001747268645, -136.31772136588816, -129.75467857072024, -997.8662344587347, -99.14831668772331, -134.5136461084395, -172.26969611859272, -158.0616955707349, -132.91599125147175, -177.45601158970962, -134.88320556223604, -107.84336918117089, -199.47361786298126, -126.9374876180348]"
21,-24,-131,3,67.8508448600769,1367.8174176216125,"[-201.6945070744213, -148.4016517081109, -152.18342405985766, -24.81955785044866, -134.49577846192375, -139.29399052241385, -136.24493145132578, -104.52247569804572, -150.5129105342869, -99.21588888917609, -110.81463414915544, -144.97734302989284, -131.21945440006516, -161.11663369549927, -127.18298712663449, -133.625143805391, -131.87530954910133, -130.72570447484233, -148.03097183050184, -121.12692063192196]"
22,-93,-172,0,76.3793556690216,1444.1967732906342,"[-93.38503622381938, -155.741839045777, -132.38025461968576, -132.50974561920572, -173.52627675501475, -103.61759945770521, -204.369011513946, -681.9580741561919, -176.9641133723553, -148.45859448096388, -149.7579861081939, -94.54954410637012, -125.4145883165944, -123.11354246864192, -153.82288093719433, -265.7715309073774, -102.9979588557687, -162.8189007160667, -129.2235942779584, -135.87094800882087]"
23,45,-140,14,66.33494257926941,1510.5317158699036,"[-114.04602276598277, -121.43971943123611, -91.53821692796481, -156.71669924909372, -57.97951356148033, -119.13037615859258, -162.50743453031276, -114.78872502138589, -122.71910243349873, -121.1178447132232, -161.03176760348603, -132.00097642744308, -91.61920151920788, -617.8761993751729, 45.04395438542758, -103.9681671967409, -146.392620926919, -156.3390326607978, -139.2822229423887, -118.9606795799443]"
24,-114,-159,7,69.31768226623535,1579.849398136139,"[-464.3922931741883, -130.8802731785284, -196.66709928117447, -138.93650197547873, -143.56196350110574, -116.62834941360512, -150.58464685341286, -114.6188799573581, -178.61222638861017, -141.8624999262724, -163.27510299787951, -137.7988598014704, -144.78983245237393, -160.22584553179587, -123.24421731655167, -141.67314110966956, -140.56959360744327, -136.22984708080307, -148.52786700029645, -126.44150512069098]"
25,-55,-195,11,71.67499232292175,1651.5243904590607,"[-147.2418507409715, -154.55869999351933, -129.41615536337764, -150.0971355074546, -105.79639170711542, -124.93518151839805, -133.83255537535825, -142.70575828720132, -644.0522052550564, -883.464493408608, -143.36004569282153, -55.445982902473986, -133.30693481074763, -147.99984489044044, -126.7790330787627, -128.57118653708778, -154.76778288135318, -150.58189593588207, -83.36754877971907, -164.3784215232502]"
26,21,-135,7,70.19816637039185,1721.7225568294525,"[-132.396523189883, -136.1073361864583, -158.39818398231847, -106.43220816511064, -114.07905870085654, -116.08279628364431, -124.91523960178057, 21.98614936630173, -358.1101236596273, -120.37900564530904, -138.81073251466063, -172.19420027078831, -132.5699542778827, -175.57093196398435, -124.21595350562242, -123.39993540892328, -124.85277031487371, -114.79767657181279, -136.92109560007893, -123.19937513582931]"
27,19,-131,10,85.14579629898071,1806.8683531284332,"[-192.67202388278116, -153.04679352427243, -150.69147968469161, -141.59502060712467, 9.343566650246643, -192.73590943931222, -121.83119670157808, -106.22421467023676, -171.1854441852288, -147.16096819585474, 19.03036987918543, -148.94642239698305, -115.7852439529803, -156.91695412381355, -106.84159082772737, -132.83896584885835, -143.12395641184077, -103.25624045638486, -2.576978739236452, -371.1497946394576]"
28,25,-153,14,65.96737742424011,1872.8357305526733,"[-115.36346153911626, -142.78563047627495, -118.49308519547608, -127.44076906018813, -174.65453616360202, -127.01331918984238, -101.71578452251802, -123.1913058076399, -126.91873234154937, -788.7237446848171, -148.680008262383, -41.769481205017485, -179.20799192529392, -146.76883511001574, 25.195076967921295, -131.5852974745476, -135.54830302956339, -126.69497440966597, -127.2204823158043, -109.54277978718986]"
29,-97,-139,14,69.90853500366211,1942.7442655563354,"[-189.15330117814327, -143.8676785647174, -123.07655094612107, -113.42213401797676, -144.89552606463005, -171.1708235841478, -138.41729152272984, -178.08876981970184, -132.8572579106067, -158.25068639933244, -138.06118130444756, -125.89301588380809, -131.34580694531607, -144.28928564206703, -97.49963415554558, -133.9753056082949, -132.77788518518582, -110.39448518845842, -152.7811394942516, -132.00822439419792]"
30,-69,-136,11,69.28271770477295,2012.0269832611084,"[-120.96209967020533, -147.41825278828728, -93.07842753445377, -153.23349706696348, -112.51442055745463, -114.04304764023894, -180.0548688851779, -129.3280794297469, -108.553064891525, -123.00642655254231, -135.7714754581362, -69.26497343146528, -131.16243446612512, -118.95731039494547, -202.33061616270533, -181.4969300439601, -149.79979032239657, -123.33461169642987, -162.76989122947793, -176.70633738726957]"
